node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PARL	SMDT1	9606.ENSP00000325421	9606.ENSP00000327467	0	0	0	0	0	0	0.900	0.063	0.902
PHB	YME1L1	9606.ENSP00000479488	9606.ENSP00000318480	0	0	0	0	0.085	0.253	0	0.780	0.836
PHB	PARL	9606.ENSP00000479488	9606.ENSP00000325421	0	0	0	0	0.081	0.270	0	0.370	0.541
PHB	SMDT1	9606.ENSP00000479488	9606.ENSP00000327467	0	0	0	0	0.062	0	0.600	0	0.608
PHB	STOML2	9606.ENSP00000479488	9606.ENSP00000348886	0	0	0	0	0.499	0.675	0	0.698	0.946
PHB	HSP90AB1	9606.ENSP00000479488	9606.ENSP00000360609	0	0	0	0	0.111	0.688	0	0.249	0.774
PHB	ATP5A1	9606.ENSP00000479488	9606.ENSP00000381736	0	0	0	0	0.170	0.451	0	0.558	0.781
PHB	SSBP1	9606.ENSP00000479488	9606.ENSP00000419665	0.112	0	0	0	0.142	0.270	0	0.356	0.594
PHB	PHB2	9606.ENSP00000479488	9606.ENSP00000441875	0	0	0.420	0.940	0.985	0.990	0.900	0.994	0.999
PHB2	YME1L1	9606.ENSP00000441875	9606.ENSP00000318480	0	0	0	0	0.085	0.253	0	0.753	0.816
PHB2	PARL	9606.ENSP00000441875	9606.ENSP00000325421	0	0	0	0	0.089	0.270	0	0.644	0.742
PHB2	SMDT1	9606.ENSP00000441875	9606.ENSP00000327467	0	0	0	0	0.062	0	0.600	0	0.608
PHB2	STOML2	9606.ENSP00000441875	9606.ENSP00000348886	0	0	0	0	0.571	0.297	0	0.735	0.913
PHB2	ATP5A1	9606.ENSP00000441875	9606.ENSP00000381736	0	0	0	0	0.216	0.221	0	0.307	0.541
PHB2	SSBP1	9606.ENSP00000441875	9606.ENSP00000419665	0.112	0	0	0	0.340	0.270	0	0.254	0.638
PHB2	PHB	9606.ENSP00000441875	9606.ENSP00000479488	0	0	0.420	0.940	0.985	0.990	0.900	0.994	0.999
SMDT1	YME1L1	9606.ENSP00000327467	9606.ENSP00000318480	0	0	0	0	0	0	0.900	0.190	0.915
SMDT1	PARL	9606.ENSP00000327467	9606.ENSP00000325421	0	0	0	0	0	0	0.900	0.063	0.902
SMDT1	PHB2	9606.ENSP00000327467	9606.ENSP00000441875	0	0	0	0	0.062	0	0.600	0	0.608
SMDT1	PHB	9606.ENSP00000327467	9606.ENSP00000479488	0	0	0	0	0.062	0	0.600	0	0.608
SMDT1	STOML2	9606.ENSP00000327467	9606.ENSP00000348886	0	0	0	0	0.085	0	0.900	0	0.904
SSBP1	YME1L1	9606.ENSP00000419665	9606.ENSP00000318480	0.084	0	0	0	0.066	0.271	0	0.155	0.402
SSBP1	STOML2	9606.ENSP00000419665	9606.ENSP00000348886	0.112	0	0	0	0.133	0.086	0	0.664	0.732
SSBP1	PHB	9606.ENSP00000419665	9606.ENSP00000479488	0.112	0	0	0	0.142	0.270	0	0.356	0.594
SSBP1	PHB2	9606.ENSP00000419665	9606.ENSP00000441875	0.112	0	0	0	0.340	0.270	0	0.254	0.638
STOML2	COPS3	9606.ENSP00000348886	9606.ENSP00000268717	0	0	0	0	0.146	0.758	0	0	0.784
STOML2	YME1L1	9606.ENSP00000348886	9606.ENSP00000318480	0	0	0	0	0.085	0.253	0.600	0.245	0.766
STOML2	PARL	9606.ENSP00000348886	9606.ENSP00000325421	0	0	0	0	0.110	0	0.800	0.153	0.836
STOML2	SMDT1	9606.ENSP00000348886	9606.ENSP00000327467	0	0	0	0	0.085	0	0.900	0	0.904
STOML2	SSBP1	9606.ENSP00000348886	9606.ENSP00000419665	0.112	0	0	0	0.133	0.086	0	0.664	0.732
STOML2	HSP90AB1	9606.ENSP00000348886	9606.ENSP00000360609	0	0	0	0	0.110	0.727	0	0.134	0.771
STOML2	ATP5A1	9606.ENSP00000348886	9606.ENSP00000381736	0	0	0	0	0.248	0.749	0	0.241	0.844
STOML2	COPS5	9606.ENSP00000348886	9606.ENSP00000350512	0	0	0	0	0.129	0.838	0	0.062	0.856
STOML2	PHB2	9606.ENSP00000348886	9606.ENSP00000441875	0	0	0	0	0.571	0.297	0	0.735	0.913
STOML2	PHB	9606.ENSP00000348886	9606.ENSP00000479488	0	0	0	0	0.499	0.675	0	0.698	0.946
YME1L1	SSBP1	9606.ENSP00000318480	9606.ENSP00000419665	0.084	0	0	0	0.066	0.271	0	0.155	0.402
YME1L1	STOML2	9606.ENSP00000318480	9606.ENSP00000348886	0	0	0	0	0.085	0.253	0.600	0.245	0.766
YME1L1	PHB2	9606.ENSP00000318480	9606.ENSP00000441875	0	0	0	0	0.085	0.253	0	0.753	0.816
YME1L1	PHB	9606.ENSP00000318480	9606.ENSP00000479488	0	0	0	0	0.085	0.253	0	0.780	0.836
YME1L1	ATP5A1	9606.ENSP00000318480	9606.ENSP00000381736	0	0	0	0	0.112	0.847	0	0.362	0.906
YME1L1	SMDT1	9606.ENSP00000318480	9606.ENSP00000327467	0	0	0	0	0	0	0.900	0.190	0.915
YME1L1	PARL	9606.ENSP00000318480	9606.ENSP00000325421	0.042	0	0	0	0.082	0.056	0.600	0.891	0.957
