node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ERP44	ERO1LB	9606.ENSP00000262455	9606.ENSP00000346635	0	0	0	0	0.062	0.487	0	0.708	0.848
FKBP10	ERLEC1	9606.ENSP00000317232	9606.ENSP00000185150	0	0	0	0	0.056	0	0	0.428	0.438
FKBP10	PLOD2	9606.ENSP00000317232	9606.ENSP00000282903	0	0	0	0	0.161	0	0	0.876	0.892
FKBP10	COL6A1	9606.ENSP00000317232	9606.ENSP00000355180	0	0	0	0	0.314	0.071	0	0.268	0.493
FKBP7	FOXRED2	9606.ENSP00000413152	9606.ENSP00000380401	0	0	0	0	0	0	0	0.682	0.682
FOXRED2	ERLEC1	9606.ENSP00000380401	9606.ENSP00000185150	0	0	0	0	0	0.295	0	0.518	0.645
FOXRED2	OS9	9606.ENSP00000380401	9606.ENSP00000318165	0	0	0	0	0	0.486	0	0.660	0.817
FOXRED2	FKBP7	9606.ENSP00000380401	9606.ENSP00000413152	0	0	0	0	0	0	0	0.682	0.682
GDF15	LOX	9606.ENSP00000252809	9606.ENSP00000231004	0	0	0	0	0.079	0	0	0.445	0.467
GGH	OS9	9606.ENSP00000260118	9606.ENSP00000318165	0	0	0	0	0	0.646	0	0.053	0.650
HYOU1	ERLEC1	9606.ENSP00000480150	9606.ENSP00000185150	0	0	0	0	0.814	0.249	0	0.469	0.919
HYOU1	SDF2	9606.ENSP00000480150	9606.ENSP00000247020	0	0	0	0	0.184	0.255	0	0.119	0.417
HYOU1	ERP44	9606.ENSP00000480150	9606.ENSP00000262455	0	0	0	0	0.064	0.171	0	0.396	0.491
HYOU1	EDEM3	9606.ENSP00000480150	9606.ENSP00000318147	0	0	0	0	0.048	0.669	0	0.188	0.722
HYOU1	OS9	9606.ENSP00000480150	9606.ENSP00000318165	0	0	0	0	0.479	0.500	0	0.634	0.896
HYOU1	ERO1LB	9606.ENSP00000480150	9606.ENSP00000346635	0	0	0	0	0.083	0.057	0	0.665	0.685
HYOU1	UGGT2	9606.ENSP00000480150	9606.ENSP00000365938	0	0	0	0	0.197	0.152	0	0.240	0.437
HYOU1	SIL1	9606.ENSP00000480150	9606.ENSP00000378294	0	0	0	0	0.231	0.246	0.800	0.905	0.987
HYOU1	PCSK6	9606.ENSP00000480150	9606.ENSP00000482760	0	0	0	0	0.359	0.056	0	0.090	0.401
ITGB1	LOX	9606.ENSP00000379350	9606.ENSP00000231004	0	0	0	0	0.134	0	0	0.373	0.434
ITGB1	COL6A1	9606.ENSP00000379350	9606.ENSP00000355180	0	0	0	0	0.089	0.061	0.900	0.270	0.929
ITGB1	ADAM9	9606.ENSP00000379350	9606.ENSP00000419446	0	0	0	0	0.120	0	0	0.662	0.690
KDELC1	POFUT1	9606.ENSP00000365172	9606.ENSP00000364902	0	0	0	0	0.102	0.245	0	0.238	0.438
KDELC2	POFUT1	9606.ENSP00000315386	9606.ENSP00000364902	0	0	0	0	0.103	0.245	0	0.224	0.429
LOX	ITGB1	9606.ENSP00000231004	9606.ENSP00000379350	0	0	0	0	0.134	0	0	0.373	0.434
LOX	GDF15	9606.ENSP00000231004	9606.ENSP00000252809	0	0	0	0	0.079	0	0	0.445	0.467
LOX	STC2	9606.ENSP00000231004	9606.ENSP00000265087	0	0	0	0	0.181	0	0	0.408	0.495
LOX	COL6A1	9606.ENSP00000231004	9606.ENSP00000355180	0	0	0	0	0.373	0.234	0	0.282	0.625
LOX	PLOD2	9606.ENSP00000231004	9606.ENSP00000282903	0	0	0	0	0.230	0	0	0.610	0.687
MFGE8	COL6A1	9606.ENSP00000268150	9606.ENSP00000355180	0	0	0	0	0.141	0	0	0.448	0.505
NGLY1	ERLEC1	9606.ENSP00000280700	9606.ENSP00000185150	0	0	0	0	0	0	0	0.559	0.559
NGLY1	OS9	9606.ENSP00000280700	9606.ENSP00000318165	0	0	0	0	0	0	0	0.548	0.548
NPTX1	TOR1A	9606.ENSP00000307549	9606.ENSP00000345719	0	0	0	0	0	0	0	0.434	0.434
OS9	ERLEC1	9606.ENSP00000318165	9606.ENSP00000185150	0	0	0	0.596	0.062	0.485	0.900	0.951	0.967
OS9	SDF2	9606.ENSP00000318165	9606.ENSP00000247020	0	0	0	0	0.136	0.389	0	0.101	0.483
OS9	GGH	9606.ENSP00000318165	9606.ENSP00000260118	0	0	0	0	0	0.646	0	0.053	0.650
OS9	NGLY1	9606.ENSP00000318165	9606.ENSP00000280700	0	0	0	0	0	0	0	0.548	0.548
OS9	EDEM3	9606.ENSP00000318165	9606.ENSP00000318147	0	0	0	0	0.053	0.684	0	0.788	0.931
OS9	SIL1	9606.ENSP00000318165	9606.ENSP00000378294	0	0	0	0	0.087	0	0	0.381	0.411
OS9	UGGT2	9606.ENSP00000318165	9606.ENSP00000365938	0	0	0	0	0.167	0.424	0	0.585	0.783
OS9	FOXRED2	9606.ENSP00000318165	9606.ENSP00000380401	0	0	0	0	0	0.486	0	0.660	0.817
OS9	HYOU1	9606.ENSP00000318165	9606.ENSP00000480150	0	0	0	0	0.479	0.500	0	0.634	0.896
PCSK6	HYOU1	9606.ENSP00000482760	9606.ENSP00000480150	0	0	0	0	0.359	0.056	0	0.090	0.401
PLD3	ERP44	9606.ENSP00000387050	9606.ENSP00000262455	0	0	0	0	0	0.425	0	0	0.425
PLD3	TM2D3	9606.ENSP00000387050	9606.ENSP00000330433	0	0	0	0	0	0	0	0.425	0.425
PLOD2	LOX	9606.ENSP00000282903	9606.ENSP00000231004	0	0	0	0	0.230	0	0	0.610	0.687
PLOD2	COL6A1	9606.ENSP00000282903	9606.ENSP00000355180	0	0	0	0	0.107	0.078	0.600	0.324	0.748
PLOD2	FKBP10	9606.ENSP00000282903	9606.ENSP00000317232	0	0	0	0	0.161	0	0	0.876	0.892
POFUT1	KDELC2	9606.ENSP00000364902	9606.ENSP00000315386	0	0	0	0	0.103	0.245	0	0.224	0.429
POFUT1	KDELC1	9606.ENSP00000364902	9606.ENSP00000365172	0	0	0	0	0.102	0.245	0	0.238	0.438
SDF2	ERLEC1	9606.ENSP00000247020	9606.ENSP00000185150	0	0	0	0	0.205	0.245	0	0.295	0.540
SDF2	HYOU1	9606.ENSP00000247020	9606.ENSP00000480150	0	0	0	0	0.184	0.255	0	0.119	0.417
SDF2	UGGT2	9606.ENSP00000247020	9606.ENSP00000365938	0	0	0	0	0.111	0.311	0	0.212	0.475
SDF2	OS9	9606.ENSP00000247020	9606.ENSP00000318165	0	0	0	0	0.136	0.389	0	0.101	0.483
SIL1	OS9	9606.ENSP00000378294	9606.ENSP00000318165	0	0	0	0	0.087	0	0	0.381	0.411
SIL1	ERO1LB	9606.ENSP00000378294	9606.ENSP00000346635	0	0	0	0	0.063	0.212	0	0.262	0.407
SIL1	HYOU1	9606.ENSP00000378294	9606.ENSP00000480150	0	0	0	0	0.231	0.246	0.800	0.905	0.987
STC2	LOX	9606.ENSP00000265087	9606.ENSP00000231004	0	0	0	0	0.181	0	0	0.408	0.495
TM2D3	PLD3	9606.ENSP00000330433	9606.ENSP00000387050	0	0	0	0	0	0	0	0.425	0.425
TOR1A	NPTX1	9606.ENSP00000345719	9606.ENSP00000307549	0	0	0	0	0	0	0	0.434	0.434
UGGT2	ERLEC1	9606.ENSP00000365938	9606.ENSP00000185150	0	0	0	0	0.167	0.213	0	0.629	0.735
UGGT2	SDF2	9606.ENSP00000365938	9606.ENSP00000247020	0	0	0	0	0.111	0.311	0	0.212	0.475
UGGT2	EDEM3	9606.ENSP00000365938	9606.ENSP00000318147	0	0	0	0	0.147	0	0	0.490	0.546
UGGT2	OS9	9606.ENSP00000365938	9606.ENSP00000318165	0	0	0	0	0.167	0.424	0	0.585	0.783
UGGT2	HYOU1	9606.ENSP00000365938	9606.ENSP00000480150	0	0	0	0	0.197	0.152	0	0.240	0.437
