node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RAB2A	RAB5C	9606.ENSP00000262646	9606.ENSP00000447053	0	0	0.439	0.886	0.107	0.369	0	0.586	0.477
RAB2A	RAB7A	9606.ENSP00000262646	9606.ENSP00000265062	0	0	0.427	0.850	0.110	0.738	0	0.823	0.799
RAB2A	RAB1A	9606.ENSP00000262646	9606.ENSP00000387286	0	0	0.438	0.928	0.209	0.437	0.650	0.755	0.844
RAB5C	RAB2A	9606.ENSP00000447053	9606.ENSP00000262646	0	0	0.439	0.886	0.107	0.369	0	0.586	0.477
RAB5C	RAB10	9606.ENSP00000447053	9606.ENSP00000264710	0	0	0.445	0.875	0.144	0.488	0	0.728	0.606
RAB5C	RAB7A	9606.ENSP00000447053	9606.ENSP00000265062	0	0	0.442	0.857	0.286	0.775	0	0.794	0.860
RAB5C	RAB8A	9606.ENSP00000447053	9606.ENSP00000300935	0	0	0.445	0.880	0.100	0.726	0	0.557	0.771
RAB5C	RAB14	9606.ENSP00000447053	9606.ENSP00000362946	0	0	0.441	0.871	0.189	0.245	0	0.558	0.437
RAB5C	RAB1A	9606.ENSP00000447053	9606.ENSP00000387286	0	0	0.445	0.908	0.280	0.367	0	0.657	0.571
RAB7A	RAB2A	9606.ENSP00000265062	9606.ENSP00000262646	0	0	0.427	0.850	0.110	0.738	0	0.823	0.799
RAB7A	RAB10	9606.ENSP00000265062	9606.ENSP00000264710	0	0	0.437	0.858	0.101	0.272	0	0.879	0.437
RAB7A	RAB14	9606.ENSP00000265062	9606.ENSP00000362946	0	0	0.426	0.826	0.200	0.135	0	0.864	0.429
RAB7A	RAB8A	9606.ENSP00000265062	9606.ENSP00000300935	0	0	0.439	0.842	0.073	0.762	0	0.857	0.813
RAB7A	RAB5C	9606.ENSP00000265062	9606.ENSP00000447053	0	0	0.442	0.857	0.286	0.775	0	0.794	0.860
RAB7A	RAB1A	9606.ENSP00000265062	9606.ENSP00000387286	0	0	0.437	0.851	0.380	0.930	0	0.837	0.962
RAB8A	RALA	9606.ENSP00000300935	9606.ENSP00000005257	0	0	0.438	0.807	0.062	0.171	0.900	0.579	0.930
RAB8A	RAB10	9606.ENSP00000300935	9606.ENSP00000264710	0	0	0.445	0.968	0.131	0.612	0.600	0.941	0.859
RAB8A	RAB7A	9606.ENSP00000300935	9606.ENSP00000265062	0	0	0.439	0.842	0.073	0.762	0	0.857	0.813
RAB8A	RAB18	9606.ENSP00000300935	9606.ENSP00000478479	0	0	0.431	0.870	0.062	0.556	0	0.655	0.623
RAB8A	RHOA	9606.ENSP00000300935	9606.ENSP00000400175	0	0	0.293	0.774	0.108	0.609	0	0.556	0.699
RAB8A	RAB14	9606.ENSP00000300935	9606.ENSP00000362946	0	0	0.440	0.903	0.094	0.164	0.600	0.780	0.707
RAB8A	RAB5C	9606.ENSP00000300935	9606.ENSP00000447053	0	0	0.445	0.880	0.100	0.726	0	0.557	0.771
RAB8A	RAB1A	9606.ENSP00000300935	9606.ENSP00000387286	0	0	0.445	0.951	0.143	0.897	0	0.807	0.913
RALA	RHOA	9606.ENSP00000005257	9606.ENSP00000400175	0	0	0.359	0.759	0.094	0.150	0.800	0.592	0.867
RALA	RAB14	9606.ENSP00000005257	9606.ENSP00000362946	0	0	0.434	0.786	0.149	0	0.900	0.166	0.921
RALA	RAB8A	9606.ENSP00000005257	9606.ENSP00000300935	0	0	0.438	0.807	0.062	0.171	0.900	0.579	0.930
RALA	RAB10	9606.ENSP00000005257	9606.ENSP00000264710	0	0	0.438	0.788	0.105	0.171	0.900	0.446	0.933
RHOA	RALA	9606.ENSP00000400175	9606.ENSP00000005257	0	0	0.359	0.759	0.094	0.150	0.800	0.592	0.867
RHOA	RAB8A	9606.ENSP00000400175	9606.ENSP00000300935	0	0	0.293	0.774	0.108	0.609	0	0.556	0.699
RHOA	GNG5	9606.ENSP00000400175	9606.ENSP00000359675	0	0	0	0	0.106	0	0.650	0.054	0.678
RHOA	GNB1	9606.ENSP00000400175	9606.ENSP00000481878	0	0	0	0	0.153	0.203	0.650	0.377	0.833
VIMP	CYB5R3	9606.ENSP00000381282	9606.ENSP00000354468	0	0	0	0	0	0	0	0.441	0.441
