node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKAP9	GOLGA2	9606.ENSP00000348573	9606.ENSP00000416097	0	0	0	0	0.042	0.270	0	0.966	0.975
AKAP9	PDE4DIP	9606.ENSP00000348573	9606.ENSP00000358363	0	0	0	0	0.073	0.790	0	0.957	0.991
CDK5RAP2	CEP135	9606.ENSP00000343818	9606.ENSP00000257287	0	0	0	0	0.062	0.155	0	0.904	0.917
CDK5RAP2	PRKAR2B	9606.ENSP00000343818	9606.ENSP00000265717	0	0	0	0	0.064	0.597	0	0.074	0.620
CDK5RAP2	PRKACA	9606.ENSP00000343818	9606.ENSP00000309591	0	0	0	0	0	0.680	0	0	0.680
CDK5RAP2	CEP250	9606.ENSP00000343818	9606.ENSP00000380661	0	0	0	0	0.073	0	0	0.525	0.541
CDK5RAP2	CEP350	9606.ENSP00000343818	9606.ENSP00000356579	0	0	0	0	0	0.058	0	0.555	0.563
CDK5RAP2	NIN	9606.ENSP00000343818	9606.ENSP00000371472	0	0	0	0	0	0	0	0.667	0.667
CDK5RAP2	CNTRL	9606.ENSP00000343818	9606.ENSP00000362962	0	0	0	0	0.085	0.091	0	0.631	0.667
CDK5RAP2	PDE4DIP	9606.ENSP00000343818	9606.ENSP00000358363	0	0	0	0.567	0	0.657	0	0.824	0.778
CDK5RAP2	AKAP9	9606.ENSP00000343818	9606.ENSP00000348573	0	0	0	0	0.085	0.901	0	0.911	0.991
CDK5RAP2	PCNT	9606.ENSP00000343818	9606.ENSP00000352572	0	0	0	0	0.152	0.919	0	0.990	0.999
CENPF	CEP135	9606.ENSP00000355922	9606.ENSP00000257287	0	0	0	0	0.076	0	0	0.397	0.419
CENPF	PCNT	9606.ENSP00000355922	9606.ENSP00000352572	0	0	0	0	0.065	0	0	0.407	0.422
CENPF	CIT	9606.ENSP00000355922	9606.ENSP00000376306	0	0	0	0	0.255	0.270	0	0.178	0.514
CENPF	GOLGB1	9606.ENSP00000355922	9606.ENSP00000377275	0	0	0	0	0.054	0	0	0.680	0.684
CENPF	NIN	9606.ENSP00000355922	9606.ENSP00000371472	0	0	0	0	0.062	0	0.540	0.343	0.692
CEP135	CENPF	9606.ENSP00000257287	9606.ENSP00000355922	0	0	0	0	0.076	0	0	0.397	0.419
CEP135	FGFR1OP	9606.ENSP00000257287	9606.ENSP00000355812	0	0	0	0	0	0.420	0	0	0.420
CEP135	CEP350	9606.ENSP00000257287	9606.ENSP00000356579	0	0	0	0	0.065	0.076	0	0.461	0.494
CEP135	CNTRL	9606.ENSP00000257287	9606.ENSP00000362962	0	0	0	0	0.097	0	0	0.526	0.554
CEP135	AKAP9	9606.ENSP00000257287	9606.ENSP00000348573	0	0	0	0	0.062	0	0	0.598	0.607
CEP135	NIN	9606.ENSP00000257287	9606.ENSP00000371472	0	0	0	0	0.065	0.117	0	0.707	0.737
CEP135	CEP250	9606.ENSP00000257287	9606.ENSP00000380661	0	0	0	0	0	0	0	0.754	0.754
CEP135	PCNT	9606.ENSP00000257287	9606.ENSP00000352572	0	0	0	0	0.063	0	0	0.812	0.817
CEP135	CDK5RAP2	9606.ENSP00000257287	9606.ENSP00000343818	0	0	0	0	0.062	0.155	0	0.904	0.917
CEP250	CEP135	9606.ENSP00000380661	9606.ENSP00000257287	0	0	0	0	0	0	0	0.754	0.754
CEP250	NINL	9606.ENSP00000380661	9606.ENSP00000278886	0	0	0	0	0	0.094	0	0.566	0.590
CEP250	CDK5RAP2	9606.ENSP00000380661	9606.ENSP00000343818	0	0	0	0	0.073	0	0	0.525	0.541
CEP250	PCNT	9606.ENSP00000380661	9606.ENSP00000352572	0	0	0	0	0.077	0	0	0.632	0.646
CEP250	PDE4DIP	9606.ENSP00000380661	9606.ENSP00000358363	0	0	0	0	0.063	0	0	0.444	0.456
CEP250	CNTRL	9606.ENSP00000380661	9606.ENSP00000362962	0	0	0	0	0.063	0	0	0.732	0.738
CEP250	NIN	9606.ENSP00000380661	9606.ENSP00000371472	0	0	0	0	0	0.117	0	0.697	0.721
CEP350	CEP135	9606.ENSP00000356579	9606.ENSP00000257287	0	0	0	0	0.065	0.076	0	0.461	0.494
CEP350	GCC2	9606.ENSP00000356579	9606.ENSP00000307939	0	0	0	0	0.064	0	0	0.391	0.405
CEP350	CDK5RAP2	9606.ENSP00000356579	9606.ENSP00000343818	0	0	0	0	0	0.058	0	0.555	0.563
CEP350	AKAP9	9606.ENSP00000356579	9606.ENSP00000348573	0	0	0	0	0.108	0	0	0.439	0.479
CEP350	PCNT	9606.ENSP00000356579	9606.ENSP00000352572	0	0	0	0	0.064	0	0	0.566	0.577
CEP350	FGFR1OP	9606.ENSP00000356579	9606.ENSP00000355812	0	0	0	0	0	0.897	0	0.828	0.981
CEP350	PDE4DIP	9606.ENSP00000356579	9606.ENSP00000358363	0	0	0	0	0	0.067	0	0.449	0.464
CEP350	NIN	9606.ENSP00000356579	9606.ENSP00000371472	0	0	0	0	0.108	0.128	0	0.671	0.722
CIT	CENPF	9606.ENSP00000376306	9606.ENSP00000355922	0	0	0	0	0.255	0.270	0	0.178	0.514
CNTRL	CEP135	9606.ENSP00000362962	9606.ENSP00000257287	0	0	0	0	0.097	0	0	0.526	0.554
CNTRL	CDK5RAP2	9606.ENSP00000362962	9606.ENSP00000343818	0	0	0	0	0.085	0.091	0	0.631	0.667
CNTRL	PCNT	9606.ENSP00000362962	9606.ENSP00000352572	0	0	0	0	0.096	0.121	0	0.750	0.784
CNTRL	FGFR1OP	9606.ENSP00000362962	9606.ENSP00000355812	0	0	0	0	0	0	0.800	0.321	0.858
CNTRL	CEP250	9606.ENSP00000362962	9606.ENSP00000380661	0	0	0	0	0.063	0	0	0.732	0.738
CNTRL	NIN	9606.ENSP00000362962	9606.ENSP00000371472	0	0	0	0	0.085	0.128	0.720	0.829	0.956
ERC1	NINL	9606.ENSP00000468263	9606.ENSP00000278886	0	0	0	0	0	0.076	0	0.462	0.482
ERC1	GRIPAP1	9606.ENSP00000468263	9606.ENSP00000365606	0	0	0	0	0	0	0	0.499	0.499
ERC1	GOLGA2	9606.ENSP00000468263	9606.ENSP00000416097	0	0	0	0	0	0	0	0.423	0.423
FGFR1OP	CEP135	9606.ENSP00000355812	9606.ENSP00000257287	0	0	0	0	0	0.420	0	0	0.420
FGFR1OP	NIN	9606.ENSP00000355812	9606.ENSP00000371472	0	0	0	0	0	0.076	0	0.393	0.415
FGFR1OP	CNTRL	9606.ENSP00000355812	9606.ENSP00000362962	0	0	0	0	0	0	0.800	0.321	0.858
FGFR1OP	CEP350	9606.ENSP00000355812	9606.ENSP00000356579	0	0	0	0	0	0.897	0	0.828	0.981
GCC1	GOLGA3	9606.ENSP00000318821	9606.ENSP00000204726	0	0	0	0	0	0	0	0.503	0.503
GCC1	GCC2	9606.ENSP00000318821	9606.ENSP00000307939	0	0	0	0.543	0	0	0.600	0.926	0.768
GCC1	GORASP1	9606.ENSP00000318821	9606.ENSP00000313869	0	0	0	0	0	0	0	0.591	0.591
GCC1	GOLGA2	9606.ENSP00000318821	9606.ENSP00000416097	0	0	0	0	0	0.067	0	0.608	0.618
GCC1	GOLGB1	9606.ENSP00000318821	9606.ENSP00000377275	0	0	0	0	0	0	0	0.673	0.673
GCC2	GOLGA3	9606.ENSP00000307939	9606.ENSP00000204726	0	0	0	0	0.062	0	0	0.525	0.535
GCC2	CEP350	9606.ENSP00000307939	9606.ENSP00000356579	0	0	0	0	0.064	0	0	0.391	0.405
GCC2	GOLGB1	9606.ENSP00000307939	9606.ENSP00000377275	0	0	0	0	0.113	0	0	0.531	0.566
GCC2	GORASP1	9606.ENSP00000307939	9606.ENSP00000313869	0	0	0	0	0	0	0	0.650	0.650
GCC2	GOLGA2	9606.ENSP00000307939	9606.ENSP00000416097	0	0	0	0	0	0	0	0.668	0.668
GCC2	AKAP9	9606.ENSP00000307939	9606.ENSP00000348573	0	0	0	0	0.136	0	0	0.658	0.692
GCC2	GCC1	9606.ENSP00000307939	9606.ENSP00000318821	0	0	0	0.543	0	0	0.600	0.926	0.768
GOLGA2	GOLGA3	9606.ENSP00000416097	9606.ENSP00000204726	0	0	0	0	0.082	0.130	0	0.744	0.778
GOLGA2	AES	9606.ENSP00000416097	9606.ENSP00000221561	0	0	0	0	0	0.417	0	0	0.416
GOLGA2	GCC2	9606.ENSP00000416097	9606.ENSP00000307939	0	0	0	0	0	0	0	0.668	0.668
GOLGA2	GORASP1	9606.ENSP00000416097	9606.ENSP00000313869	0	0	0	0	0.049	0.887	0.900	0.990	0.999
GOLGA2	GCC1	9606.ENSP00000416097	9606.ENSP00000318821	0	0	0	0	0	0.067	0	0.608	0.618
GOLGA2	AKAP9	9606.ENSP00000416097	9606.ENSP00000348573	0	0	0	0	0.042	0.270	0	0.966	0.975
GOLGA2	PCNT	9606.ENSP00000416097	9606.ENSP00000352572	0	0	0	0	0	0	0	0.558	0.558
GOLGA2	PDE4DIP	9606.ENSP00000416097	9606.ENSP00000358363	0	0	0	0	0	0	0	0.457	0.458
GOLGA2	GOLGB1	9606.ENSP00000416097	9606.ENSP00000377275	0	0	0	0	0.123	0.139	0.600	0.988	0.996
GOLGA2	ERC1	9606.ENSP00000416097	9606.ENSP00000468263	0	0	0	0	0	0	0	0.423	0.423
GOLGA3	TLE3	9606.ENSP00000204726	9606.ENSP00000452871	0	0	0	0	0.056	0	0	0.416	0.425
GOLGA3	AKAP9	9606.ENSP00000204726	9606.ENSP00000348573	0	0	0	0	0.049	0	0	0.479	0.483
GOLGA3	GCC1	9606.ENSP00000204726	9606.ENSP00000318821	0	0	0	0	0	0	0	0.503	0.503
GOLGA3	GCC2	9606.ENSP00000204726	9606.ENSP00000307939	0	0	0	0	0.062	0	0	0.525	0.535
GOLGA3	GORASP1	9606.ENSP00000204726	9606.ENSP00000313869	0	0	0	0	0	0	0	0.705	0.705
GOLGA3	GOLGB1	9606.ENSP00000204726	9606.ENSP00000377275	0	0	0	0	0.062	0	0	0.737	0.743
GOLGA3	GOLGA2	9606.ENSP00000204726	9606.ENSP00000416097	0	0	0	0	0.082	0.130	0	0.744	0.778
GOLGB1	GOLGA3	9606.ENSP00000377275	9606.ENSP00000204726	0	0	0	0	0.062	0	0	0.737	0.743
GOLGB1	GCC2	9606.ENSP00000377275	9606.ENSP00000307939	0	0	0	0	0.113	0	0	0.531	0.566
GOLGB1	GORASP1	9606.ENSP00000377275	9606.ENSP00000313869	0	0	0	0	0	0	0.600	0.846	0.935
GOLGB1	GCC1	9606.ENSP00000377275	9606.ENSP00000318821	0	0	0	0	0	0	0	0.673	0.673
GOLGB1	AKAP9	9606.ENSP00000377275	9606.ENSP00000348573	0	0	0	0	0.264	0	0	0.271	0.441
GOLGB1	PCNT	9606.ENSP00000377275	9606.ENSP00000352572	0	0	0	0	0.147	0	0	0.472	0.531
GOLGB1	CENPF	9606.ENSP00000377275	9606.ENSP00000355922	0	0	0	0	0.054	0	0	0.680	0.684
GOLGB1	RDX	9606.ENSP00000377275	9606.ENSP00000384136	0	0	0	0	0.052	0	0	0.415	0.421
GOLGB1	GOLGA2	9606.ENSP00000377275	9606.ENSP00000416097	0	0	0	0	0.123	0.139	0.600	0.988	0.996
GORASP1	GOLGA3	9606.ENSP00000313869	9606.ENSP00000204726	0	0	0	0	0	0	0	0.705	0.705
GORASP1	GCC2	9606.ENSP00000313869	9606.ENSP00000307939	0	0	0	0	0	0	0	0.650	0.650
GORASP1	AKAP9	9606.ENSP00000313869	9606.ENSP00000348573	0	0	0	0	0	0	0	0.402	0.402
GORASP1	GCC1	9606.ENSP00000313869	9606.ENSP00000318821	0	0	0	0	0	0	0	0.591	0.591
GORASP1	GOLGB1	9606.ENSP00000313869	9606.ENSP00000377275	0	0	0	0	0	0	0.600	0.846	0.935
GORASP1	GOLGA2	9606.ENSP00000313869	9606.ENSP00000416097	0	0	0	0	0.049	0.887	0.900	0.990	0.999
GRIPAP1	ERC1	9606.ENSP00000365606	9606.ENSP00000468263	0	0	0	0	0	0	0	0.499	0.499
HOOK1	NINL	9606.ENSP00000360252	9606.ENSP00000278886	0	0	0	0	0	0	0	0.519	0.519
NIN	CEP135	9606.ENSP00000371472	9606.ENSP00000257287	0	0	0	0	0.065	0.117	0	0.707	0.737
NIN	CDK5RAP2	9606.ENSP00000371472	9606.ENSP00000343818	0	0	0	0	0	0	0	0.667	0.667
NIN	AKAP9	9606.ENSP00000371472	9606.ENSP00000348573	0	0	0	0	0.063	0	0	0.527	0.537
NIN	PCNT	9606.ENSP00000371472	9606.ENSP00000352572	0	0	0	0	0.062	0.117	0	0.871	0.883
NIN	FGFR1OP	9606.ENSP00000371472	9606.ENSP00000355812	0	0	0	0	0	0.076	0	0.393	0.415
NIN	CENPF	9606.ENSP00000371472	9606.ENSP00000355922	0	0	0	0	0.062	0	0.540	0.343	0.692
NIN	CEP350	9606.ENSP00000371472	9606.ENSP00000356579	0	0	0	0	0.108	0.128	0	0.671	0.722
NIN	CNTRL	9606.ENSP00000371472	9606.ENSP00000362962	0	0	0	0	0.085	0.128	0.720	0.829	0.956
NIN	CEP250	9606.ENSP00000371472	9606.ENSP00000380661	0	0	0	0	0	0.117	0	0.697	0.721
NINL	ERC1	9606.ENSP00000278886	9606.ENSP00000468263	0	0	0	0	0	0.076	0	0.462	0.482
NINL	PCNT	9606.ENSP00000278886	9606.ENSP00000352572	0	0	0	0	0	0.117	0	0.448	0.491
NINL	HOOK1	9606.ENSP00000278886	9606.ENSP00000360252	0	0	0	0	0	0	0	0.519	0.519
NINL	CEP250	9606.ENSP00000278886	9606.ENSP00000380661	0	0	0	0	0	0.094	0	0.566	0.590
PCNT	CEP135	9606.ENSP00000352572	9606.ENSP00000257287	0	0	0	0	0.063	0	0	0.812	0.817
PCNT	PRKAR2A	9606.ENSP00000352572	9606.ENSP00000265563	0	0	0	0	0	0.401	0	0.090	0.431
PCNT	NINL	9606.ENSP00000352572	9606.ENSP00000278886	0	0	0	0	0	0.117	0	0.448	0.491
PCNT	CDK5RAP2	9606.ENSP00000352572	9606.ENSP00000343818	0	0	0	0	0.152	0.919	0	0.990	0.999
PCNT	AKAP9	9606.ENSP00000352572	9606.ENSP00000348573	0	0	0	0.559	0.081	0.463	0	0.914	0.692
PCNT	CENPF	9606.ENSP00000352572	9606.ENSP00000355922	0	0	0	0	0.065	0	0	0.407	0.422
PCNT	GOLGB1	9606.ENSP00000352572	9606.ENSP00000377275	0	0	0	0	0.147	0	0	0.472	0.531
PCNT	GOLGA2	9606.ENSP00000352572	9606.ENSP00000416097	0	0	0	0	0	0	0	0.558	0.558
PCNT	CEP350	9606.ENSP00000352572	9606.ENSP00000356579	0	0	0	0	0.064	0	0	0.566	0.577
PCNT	CEP250	9606.ENSP00000352572	9606.ENSP00000380661	0	0	0	0	0.077	0	0	0.632	0.646
PCNT	PDE4DIP	9606.ENSP00000352572	9606.ENSP00000358363	0	0	0	0	0.073	0.368	0	0.522	0.695
PCNT	CNTRL	9606.ENSP00000352572	9606.ENSP00000362962	0	0	0	0	0.096	0.121	0	0.750	0.784
PCNT	NIN	9606.ENSP00000352572	9606.ENSP00000371472	0	0	0	0	0.062	0.117	0	0.871	0.883
PDE4DIP	PRKAR2A	9606.ENSP00000358363	9606.ENSP00000265563	0	0	0	0	0	0.499	0	0.114	0.538
PDE4DIP	PRKAR2B	9606.ENSP00000358363	9606.ENSP00000265717	0	0	0	0	0	0.685	0	0.064	0.693
PDE4DIP	PRKACA	9606.ENSP00000358363	9606.ENSP00000309591	0	0	0	0	0	0.657	0	0	0.657
PDE4DIP	CDK5RAP2	9606.ENSP00000358363	9606.ENSP00000343818	0	0	0	0.567	0	0.657	0	0.824	0.778
PDE4DIP	AKAP9	9606.ENSP00000358363	9606.ENSP00000348573	0	0	0	0	0.073	0.790	0	0.957	0.991
PDE4DIP	PCNT	9606.ENSP00000358363	9606.ENSP00000352572	0	0	0	0	0.073	0.368	0	0.522	0.695
PDE4DIP	CEP350	9606.ENSP00000358363	9606.ENSP00000356579	0	0	0	0	0	0.067	0	0.449	0.464
PDE4DIP	CEP250	9606.ENSP00000358363	9606.ENSP00000380661	0	0	0	0	0.063	0	0	0.444	0.456
PDE4DIP	GOLGA2	9606.ENSP00000358363	9606.ENSP00000416097	0	0	0	0	0	0	0	0.457	0.458
PRKACA	PRKAR2A	9606.ENSP00000309591	9606.ENSP00000265563	0	0.017	0	0	0.360	0.840	0.900	0.863	0.998
PRKACA	PRKAR2B	9606.ENSP00000309591	9606.ENSP00000265717	0	0.008	0	0	0.360	0.993	0.800	0.782	0.999
PRKACA	AKAP9	9606.ENSP00000309591	9606.ENSP00000348573	0	0	0	0	0	0.650	0	0	0.650
PRKACA	PDE4DIP	9606.ENSP00000309591	9606.ENSP00000358363	0	0	0	0	0	0.657	0	0	0.657
PRKACA	CDK5RAP2	9606.ENSP00000309591	9606.ENSP00000343818	0	0	0	0	0	0.680	0	0	0.680
PRKAR2A	PCNT	9606.ENSP00000265563	9606.ENSP00000352572	0	0	0	0	0	0.401	0	0.090	0.431
PRKAR2A	PDE4DIP	9606.ENSP00000265563	9606.ENSP00000358363	0	0	0	0	0	0.499	0	0.114	0.538
PRKAR2A	AKAP9	9606.ENSP00000265563	9606.ENSP00000348573	0	0	0	0	0	0.686	0.900	0.139	0.970
PRKAR2A	PRKAR2B	9606.ENSP00000265563	9606.ENSP00000265717	0	0	0	0.968	0	0.876	0.900	0.823	0.987
PRKAR2A	PRKACA	9606.ENSP00000265563	9606.ENSP00000309591	0	0.017	0	0	0.360	0.840	0.900	0.863	0.998
PRKAR2B	PRKAR2A	9606.ENSP00000265717	9606.ENSP00000265563	0	0	0	0.968	0	0.876	0.900	0.823	0.987
PRKAR2B	CDK5RAP2	9606.ENSP00000265717	9606.ENSP00000343818	0	0	0	0	0.064	0.597	0	0.074	0.620
PRKAR2B	PDE4DIP	9606.ENSP00000265717	9606.ENSP00000358363	0	0	0	0	0	0.685	0	0.064	0.693
PRKAR2B	AKAP9	9606.ENSP00000265717	9606.ENSP00000348573	0	0	0	0	0	0.745	0.900	0.464	0.985
PRKAR2B	PRKACA	9606.ENSP00000265717	9606.ENSP00000309591	0	0.008	0	0	0.360	0.993	0.800	0.782	0.999
RDX	GOLGB1	9606.ENSP00000384136	9606.ENSP00000377275	0	0	0	0	0.052	0	0	0.415	0.421
TBK1	TBKBP1	9606.ENSP00000329967	9606.ENSP00000354777	0	0	0	0	0	0.883	0	0.987	0.998
TBKBP1	TBK1	9606.ENSP00000354777	9606.ENSP00000329967	0	0	0	0	0	0.883	0	0.987	0.998
TLE1	AES	9606.ENSP00000365682	9606.ENSP00000221561	0	0	0	0.922	0	0.488	0.900	0.772	0.949
TLE1	TLE3	9606.ENSP00000365682	9606.ENSP00000452871	0	0	0	0.979	0	0.683	0.900	0.814	0.967
TLE3	GOLGA3	9606.ENSP00000452871	9606.ENSP00000204726	0	0	0	0	0.056	0	0	0.416	0.425
TLE3	AES	9606.ENSP00000452871	9606.ENSP00000221561	0	0	0	0.918	0.088	0.195	0.600	0.693	0.698
TLE3	TLE1	9606.ENSP00000452871	9606.ENSP00000365682	0	0	0	0.979	0	0.683	0.900	0.814	0.967
